reason,tmdb_id,slug,score,movie_title,year_released,tmdb_title,tmdb_year,release_date,popularity,existing_slug
collision_existing,651776,michael-jackson-bad-tour-live-in-yokohama-1,1.1467,Michael Jackson: Bad Tour (Live in Yokohama),1987,Michael Jackson: Japan Tour '87 - Live in Yokohama,1987,1987-09-26,0.3462,michael-jackson-bad-tour-live-in-yokohama
collision_existing,133557,the-girl-2012-1,1.2505,The Girl,2012,The Girl,2012,2012-10-22,1.0014,the-girl-2012
no_match,,hamlet-shakespeares-globe-theatre,,Hamlet: Shakespeare's Globe Theatre,2018,,,,,
no_match,,music-for-middle-earth-2004,,Music for Middle-Earth,2004,,,,,
collision_existing,689865,heat-2017-1,1.2501,Heat,2017,Heat,2017,2017-09-12,0.2154,heat-2017
no_match,,meatballs-collection,,Meatballs Collection,,,,,,
collision_existing,270561,3-wicked-witches-2014,1.2501,3 Wicked Witches,2014,3 Wicked Witches,2014,2014-01-07,0.2502,3-wicked-witches
no_match,,mengakhiri-cinta-dalam-3-episode,,Mengakhiri Cinta dalam 3 Episode,2018,,,,,
collision_existing,43685,amphibian-man-1,1.2505,Amphibian Man,1962,Amphibian Man,1962,1962-01-03,0.9101,amphibian-man
no_match,,big-rad-wolf,,Big Rad Wolf,2020,,,,,
no_match,,alison-krauss-and-union-station-live,,Alison Krauss and Union Station Live,2003,,,,,
no_match,,trust-1985,,Trust,1985,,,,,
no_match,,das-traumhotel-zauber-von-bali,,Das Traumhotel: Zauber von Bali,2005,,,,,
low_confidence,29535,emmanuelle-exposed,0.6074,Emmanuelle Exposed,1982,The Inconfessable Orgies of Emmanuelle,1982,1982-01-01,0.5632,
no_match,,the-forsyte-saga-to-let,,The Forsyte Saga: To Let,2003,,,,,
collision_existing,78182,elena-2012,1.1008,Elena,2012,Elena,2011,2011-06-06,1.6411,elena
no_match,,ryuichi-sakamoto-async-live-at-the-park-avenue-armory,,Ryuichi Sakamoto: async Live at the Park Avenue Armory,2018,,,,,
no_match,,its-tight-but-hardly-chokes,,"It's Tight, but hardly chokes",2017,,,,,
low_confidence,39241,the-human-dutch,0.6137,The Human Dutch,1963,Everyman,1963,1963-01-01,0.1631,
collision_existing,211900,dog-gone-1926-1,1.2500,Dog-Gone,1926,Dog Gone,1926,1926-09-14,0.0833,dog-gone-1926
no_match,,the-deserted-station,,The Deserted Station,2002,,,,,
no_match,,eromanga-sensei-ova,,Eromanga Sensei OVA,2019,,,,,
collision_existing,9722,bewitched-1969,1.0020,Bewitched,1969,Bewitched,2005,2005-06-21,4.0581,bewitched-2005
no_match,,blindness-in-fate,,Blindness in Fate,2016,,,,,
no_match,,liefling-die-movie,,Liefling Die Movie,2010,,,,,
collision_existing,569221,a-night-out-1967,1.2502,A Night Out,1967,A Night Out,1967,1967-02-13,0.3721,a-night-out-1
low_confidence,289341,wallander-02-byfanen,0.7688,Wallander 02 - Byfånen,2005,Wallander: The Village Idiot,2005,2005-08-03,0.4721,
no_match,,my-best-friends-birthday,,My Best Friend's Birthday,1987,,,,,
no_match,,feud-2017,,FEUD,2017,,,,,
collision_existing,424408,in-search-of,1.0001,In Search of,2016,In Search of Balance,2016,2016-11-15,0.2776,in-search-of-balance
collision_existing,9691,assassins,1.2517,Assassins,1995,Assassins,1995,1995-10-06,3.4319,assassins-2004-1
collision_existing,401410,prey-2019-3,1.2505,Prey,2019,Prey,2019,2019-07-18,1.0290,prey-2019-2
no_match,,coffer,,Coffer,2014,,,,,
no_match,,fancy-footwork,,Fancy Footwork,1967,,,,,
no_match,,yurikuma-arashi,,Yurikuma Arashi,2015,,,,,
low_confidence,246943,the-ghost-of-the-hunchback,0.6790,The Ghost of the Hunchback,1965,House of Terrors,1965,1965-08-01,0.8005,
no_match,,only-fools-and-horses-miami-twice,,Only Fools and Horses - Miami Twice,1991,,,,,
collision_existing,505942,lifeboat-2018,1.2502,Lifeboat,2018,Lifeboat,2018,2018-10-01,0.3571,lifeboat-2018-1
collision_existing,618386,someone-has-to-die,0.6593,Someone Has to Die,2020,Babenco: Tell Me When I Die,2020,2020-11-26,0.4458,babenco-tell-me-when-i-die
collision_existing,42218,empire-of-the-ants,1.2505,Empire of the Ants,1977,Empire of the Ants,1977,1977-06-29,0.9258,ants
collision_existing,20294,welcome,1.2508,Welcome,2007,Welcome,2007,2007-12-21,1.5145,welcome-2007
collision_existing,29339,nicholas-nickleby,1.2509,Nicholas Nickleby,2002,Nicholas Nickleby,2002,2002-12-27,1.7415,nicholas-nickleby-1977
no_match,,life-with-judy-garland-me-and-my-shadows,,Life with Judy Garland: Me and My Shadows,2001,,,,,
no_match,,the-amazing-cosmic-awareness-of-duffy-moon,,The Amazing Cosmic Awareness of Duffy Moon,1976,,,,,
no_match,,mario-puzos-the-godfather-the-complete-novel-for-television,,Mario Puzo's The Godfather: The Complete Novel for Television,1977,,,,,
collision_existing,416546,the-life-of-death-2015-1,1.2501,The Life of Death,2015,The Life of Death,2015,2015-12-15,0.2789,the-life-of-death-2015
collision_existing,49618,release-2010,1.2502,Release,2010,Release,2010,2010-05-01,0.3539,release
no_match,,mood,,M.O.O.D,2003,,,,,
no_match,,infra-red-fred,,Infra Red Fred,1993,,,,,
collision_existing,681195,shifter-2020,1.2501,Shifter,2020,Shifter,2020,2020-03-06,0.2228,shifter-1
no_match,,night-of-too-many-stars-an-overbooked-concert-for-autism-education,,Night of Too Many Stars: An Overbooked Concert for Autism Education,2010,,,,,
no_match,,shanghai-noon-collection,,Shanghai Noon Collection,,,,,,
no_match,,reverse-world,,Reverse World,2020,,,,,
no_match,,albertine-ou-le-souvenir-parfume-de-marie-rose,,"Albertine, ou le souvenir parfumé de Marie Rose",1972,,,,,
no_match,,feeding-my-toads-mealworms,,Feeding My Toads Mealworms,2014,,,,,
no_match,,vagabond-mutant-liquid,,Vagabond Mutant Liquid,2015,,,,,
low_confidence,1673715,red-collection,0.7568,Red Collection,,The Red Lips Collection,,,0.0000,
no_match,,the-3rd-annual-live-on-cinema-oscar-special,,The 3rd Annual Live 'On Cinema' Oscar Special,2015,,,,,
collision_existing,36911,shredder-2011,1.0001,Shredder,2011,Shredder,2003,2003-12-15,0.2386,shredder
no_match,,suicide-silence-ending-is-the-beginning-the-mitch-lucker-memorial-show,,Suicide Silence: Ending Is the Beginning.. (The Mitch Lucker Memorial Show),2014,,,,,
collision_existing,720989,konverzija,1.2500,Conversion,1970,Conversion,1970,1970-07-01,0.0168,conversion-1970
no_match,,witchfinder-general-horror-classic,,Witchfinder General: Horror Classic,2007,,,,,
no_match,,fletch-collection,,Fletch Collection,,,,,,
no_match,,life-in-the-undergrowth,,Life in the Undergrowth,2005,,,,,
collision_existing,85152,the-eleventh-commandment,1.2502,The 11th Commandment,1986,The 11th Commandment,1986,1986-03-25,0.3163,body-count-1987-1
collision_existing,273238,zero-tolerance-2015-1,1.2508,Zero Tolerance,2015,Zero Tolerance,2015,2015-09-01,1.6252,zero-tolerance-2015
collision_existing,89549,bummer,1.0003,Bummer,2003,Bummer,1973,1973-03-03,0.5361,bummer-1973
no_match,,michael-jackson-bad-tour-london-1988,,"Michael Jackson: Bad Tour (London, 1988)",1988,,,,,
collision_existing,263472,knock-knock-2015-1,1.2546,Knock Knock!,2015,Knock Knock,2015,2015-06-26,9.1981,knock-knock-2015
collision_existing,40096,a-dogs-will-1999,1.1026,A Dog's Will,1999,A Dog's Will,2000,2000-09-15,5.2567,a-dogs-will
no_match,,beverley,,Beverley,2017,,,,,
no_match,,licao-de-voo-n1,,Lição de Voo Nº1,2019,,,,,
collision_existing,508152,piggy-2018,1.2502,Piggy,2018,Piggy,2018,2018-03-11,0.4923,piggy-2018-1
collision_existing,44691,scarlet-and-black,0.8100,Scarlet and Black,1993,The Scarlet and the Black,1983,1983-02-02,0.9735,the-scarlet-and-the-black
low_confidence,191386,house-of-the-damned-1982,0.6787,House of the Damned,1982,Don't Look in the Attic,1982,1982-04-15,0.2758,
no_match,,the-butch-mystique,,The Butch Mystique,2003,,,,,
collision_existing,147603,gerry-andersons-ufo,1.1073,UFO,1971,UFOs,1971,1971-03-09,0.2365,ufos
low_confidence,128288,the-pit-how-can-you-escape,0.6744,The Pit: How Can You Escape?,2006,The Pit,2006,2006-04-13,0.2457,
collision_existing,432966,come-together-2016-1,1.1002,"Come, Together",2016,"Come, Together",2017,2017-05-11,0.4119,come-together-2016
collision_existing,32030,hopscotch-1,1.0007,Hopscotch,2020,Hopscotch,1980,1980-09-26,1.3262,hopscotch
no_match,,the-blue-tapes,,The Blue Tapes,1972,,,,,
no_match,,v-for-vendetta-behind-the-scenes-unmasked,,V for Vendetta | Behind The Scenes: Unmasked,,,,,,
collision_existing,21422,case-closed-the-time-bombed-skyscraper,0.8025,Case Closed: The Time Bombed Skyscraper,2006,Detective Conan: The Time Bombed Skyscraper,1997,1997-04-19,5.0661,detective-conan-the-time-bombed-skyscraper
low_confidence,96592,armageddon-2012,0.6154,Armageddon 2012,,Defcon 2012,2010,2010-02-28,0.0892,
no_match,,nebuchadnezzar-a-kanye-west-opera,,Nebuchadnezzar: A Kanye West Opera,2019,,,,,
collision_existing,497835,sin-2019,1.2502,Sin,2019,Sin,2019,2019-11-14,0.4781,sin-2019-1
collision_existing,33984,first-love-2006,1.2504,First Love,2006,First Love,2006,2006-06-10,0.8815,first-love-2006-2
collision_existing,81221,the-laser-man,1.2504,The Laser Man,1988,The Laser Man,1988,1988-09-25,0.8477,the-laser-man-2005
no_match,,powell-peralta-the-bones-brigade-video-show,,Powell Peralta: The Bones Brigade Video Show,1984,,,,,
low_confidence,385821,moose-jaw,0.6330,Moose Jaw,1992,Moose Jaw: There’s a Future in Our Past,1992,1992-09-15,0.0404,
collision_existing,411037,home-2016,1.2502,Home,2016,Home,2016,2016-09-03,0.4940,home-2016-5
collision_existing,414829,detour-2016,1.2505,Detour,2016,Detour,2016,2016-08-25,0.9829,detour-2016-1
no_match,,demeanors,,Demeanors,2017,,,,,
no_match,,i-lost-my-heart-in-lima,,I Lost My Heart in Lima,1933,,,,,
no_match,,la-pecadora-el-cura-y-la-santa,,"La pecadora, el cura y la santa",1977,,,,,
no_match,,sometimes-at-the-cherokee-sink,,Sometimes at the Cherokee Sink,1992,,,,,
collision_existing,426285,fullmetal-alchemist-2003,1.0011,Fullmetal Alchemist,2003,Fullmetal Alchemist,2017,2017-12-01,2.1580,fullmetal-alchemist
collision_existing,95385,beast-2011-1,1.2502,Beast,2011,Beast,2011,2011-10-15,0.3312,beast-2011
collision_existing,197562,the-enemys-enemy,0.7631,The Enemy's Enemy,1990,An Enemy of the People,1990,1990-01-19,0.4739,an-enemy-of-the-people-1989
collision_existing,547963,playing-up,1.2500,Playing Up,2007,Playing Up,2007,2007-01-01,0.0577,playing
no_match,,monsters-abroad-pilot,,Monsters Abroad Pilot,2019,,,,,
collision_existing,219345,grief-1,1.0002,Grief,,Grief,1994,1994-06-03,0.3919,grief
collision_existing,58791,eater-2008,0.9170,Eater,2008,Bone Eater,2008,2008-02-15,0.6826,bone-eater
collision_existing,553920,heavens-waiting,1.0001,Heaven’s Waiting,,Heaven's Waiting,2018,2018-11-21,0.2487,heavens-waiting-2018
collision_existing,622995,black-sun-2019-1,1.2500,Black Sun,2019,Black Sun,2019,2019-07-07,0.0956,black-sun-2019
no_match,,thampu,,Thampu,1978,,,,,
no_match,,sinterklaas-en-het-pakjes-mysterie,,Sinterklaas en het Pakjes Mysterie,2010,,,,,
no_match,,they-tried-fixing-the-sky,,They Tried Fixing The Sky,2017,,,,,
no_match,,tesbah-ala-khair,,Tesbah Ala Khair,2017,,,,,
no_match,,z-mind,,Z-MIND,1999,,,,,
collision_existing,200272,crypt-of-the-condemned-ii,0.8075,Crypt of the Condemned II,2012,La cripta de las condenadas: Parte II,2012,2012-10-07,0.2881,crypt-of-the-condemned
no_match,,gallowglass,,Gallowglass,1993,,,,,
collision_existing,112145,goodbye-paradise,1.2502,Goodbye Paradise,1983,Goodbye Paradise,1983,1983-07-21,0.4556,goodbye-paradise-2
collision_existing,75006,moby-dick-2011,1.2506,Moby Dick,2011,Moby Dick,2011,2011-06-09,1.1106,moby-dick-2011-1
collision_existing,487129,mas-alla-del-amor,1.0412,Mas alla del amor,1946,Mas allá del amor,1945,1945-05-20,0.1436,mas-alla-del-amor-1946
collision_existing,570358,exile-2020,1.2503,Exile,2020,Exile,2020,2020-08-20,0.6711,exile-2020-1
no_match,,north-and-south-book-ii,,"North and South, Book II",1986,,,,,
collision_existing,203101,highschool-of-the-dead-2010-1,0.7869,High School of the Dead,2010,High School of the Dead: Drifters of the Dead,2011,2011-04-25,0.6662,high-school-of-the-dead-ova-drifters-of-the-dead
collision_existing,618219,mosul,1.2510,Mosul,2019,Mosul,2019,2019-09-04,1.9069,film:544930
collision_existing,489354,the-trader,1.2502,The Trader,2018,The Trader,2018,2018-01-19,0.3401,the-trade-2018
collision_existing,279494,unforgivable-2006,1.0004,Unforgivable,2006,Unforgivable,1996,1996-04-30,0.7258,unforgivable-1996
no_match,,riddles-of-my-homecoming,,Riddles of My Homecoming,2013,,,,,
no_match,,das-traumhotel-uberraschung-in-mexiko,,Das Traumhotel: Überraschung in Mexiko,2005,,,,,
no_match,,no-more-souls-one-last-slice-of-sensation,,No More Souls: One Last Slice of Sensation,2005,,,,,
collision_existing,43891,crime-and-punishment-1935,1.2504,Crime and Punishment,1935,Crime and Punishment,1935,1935-11-22,0.8960,crime-and-punishment
no_match,,das-traumhotel-brasilien,,Das Traumhotel: Brasilien,2012,,,,,
no_match,,marple-greenshaws-folly,,Marple: Greenshaw's Folly,2013,,,,,
no_match,,scandal-about-eva,,Scandal about Eva,1930,,,,,
no_match,,dcs-legends-of-tomorrow-their-time-is-now,,DC's Legends of Tomorrow: Their Time Is Now,2016,,,,,
low_confidence,274234,rooster-doodle-doo,0.7264,Rooster-Doodle-Doo,2014,The Rooster of St. Victor,2014,2014-02-21,0.3778,
low_confidence,417675,y-si-ella-volviera,0.7348,Y si ella volviera,1959,Y si ella volviera (Guantanamera),1957,1957-02-21,0.1774,
no_match,,tell-no-one-2019,,Tell No One,2019,,,,,
collision_existing,49291,time-and-tide-2000,1.2510,Time and Tide,2000,Time and Tide,2000,2000-10-19,1.9768,time-and-tide
collision_existing,61148,no-vacancy-2019,1.0002,NO VACANCY,2019,No Vacancy,1999,1999-04-16,0.4564,no-vacancy
no_match,,unsolved-mysteries-stolen-kids,,Unsolved Mysteries: Stolen Kids,2020,,,,,
no_match,,zeemansvrouwen,,Seaman's Wives,1930,,,,,
collision_existing,600499,rickshaw-driver,0.6124,Rickshaw Driver,1974,The Beggar and The Rickshaw Driver,1978,1978-05-30,0.2417,the-beggar-and-the-rickshaw-driver
collision_existing,485251,mirage-1974,1.2500,Mirage,1974,Mirage,1974,1974-11-05,0.0934,mirage-1974-1
collision_existing,4105,black-rain,1.2522,Black Rain,1989,Black Rain,1989,1989-09-22,4.4757,black-rain-1989
no_match,,blue-murder-killer-cop,,Blue Murder - Killer Cop,2017,,,,,
collision_existing,302404,mounting-tension,1.2500,Mounting Tension,1950,Mounting Tension,1950,1950-12-31,0.0286,mounting
no_match,,tatort-der-scheidende-schupo,,Tatort: Der scheidende Schupo,,,,,,
no_match,,midori-days,,Midori Days,2004,,,,,
low_confidence,400427,thomas-and-the-bewitched,0.7284,Thomas and the Bewitched,1970,Thomas,1970,1970-09-28,0.2316,
no_match,,101-butterflies,,A Hundred and One Butterflies,2019,,,,,
collision_existing,630136,pizza-time-2019,1.2501,Pizza Time,2019,Pizza Time,2019,2019-07-18,0.1160,pizza-time
no_match,,for-love-and-honour,,For Love and Honour,2007,,,,,
collision_existing,340601,delirium-2018,1.2508,Delirium,2018,Delirium,2018,2018-05-10,1.6506,delirium-2018-1
low_confidence,179624,home-the-house-imp,0.6139,Home: The House Imp,2012,HOME,2012,2012-04-27,0.5840,
no_match,,film:337913,,Девять жизней Нестора Махно,2006,,,,,
no_match,,axel-som-turit,,Axel Som Turit,1913,,,,,
no_match,,day-of-the-flying-head-01-factory,,Day of the Flying Head #01: Factory,2018,,,,,
no_match,,adorable-sinner,,Adorable Sinner,1959,,,,,
no_match,,dual-parallel-trouble-adventure,,Dual! Parallel Trouble Adventure,1999,,,,,
collision_existing,563774,water-lilies-of-monet-the-magic-of-water-and-light,1.2501,Water Lilies by Monet,2018,Water Lilies by Monet,2018,2018-11-26,0.2982,water-lilies-by-monet
collision_existing,493622,the-killer-2006-1,1.2503,The Killer,2006,The Killer,2006,2006-07-21,0.6748,the-killer-2006
collision_existing,39240,the-truth,1.2502,The Truth,2010,The Truth,2010,2010-05-20,0.3281,the-truth-2010
collision_existing,34019,the-hidden-2005,0.8697,The Hidden,2005,The Hidden Blade,2004,2004-10-30,0.9559,the-hidden-blade
low_confidence,460552,film:392384,0.7488,Demon Hunter,2017,Taryn Barker: Demon Hunter,2016,2016-11-06,0.2377,
collision_existing,187500,kidnap-1974-2,1.2505,Kidnap,1974,Kidnap,1974,1974-11-28,0.9133,kidnap-1974
collision_existing,412367,flight-2011-1,1.2500,Flight,2011,Flight,2011,2011-02-20,0.0591,flight-2011
no_match,,una-bala-para-el-rey,,A Bullet for the King,2009,,,,,
collision_existing,553682,the-wizard-of-oz-1991,1.2501,The Wizard of Oz,1991,The Wizard of Oz,1991,1991-10-12,0.2802,the-wizard-of-oz-1991-1
collision_existing,43327,the-virgin-queen-2006,1.0004,The Virgin Queen,2006,The Virgin Queen,1955,1955-07-22,0.7510,the-virgin-queen
collision_existing,416051,based-on-a-true-story-2020,1.0005,Based on a True Story,2020,Based on a True Story,2017,2017-11-01,0.9812,based-on-a-true-story-2017
collision_existing,321821,bus-story,1.0001,Bus Story,,Bus Story,2014,2014-06-10,0.1493,bus-story-2014
no_match,,british-film-forever,,British Film Forever,2007,,,,,
collision_existing,100617,pretty-handsome,0.6286,Pretty/Handsome,,Pretty-Arne and Rosa,1967,1967-07-20,0.1198,pretty-arne-and-rosa
no_match,,overshadowed,,Overshadowed,2017,,,,,
collision_existing,557663,travel-ban,1.2500,Travel Ban,2018,Travel Ban,2018,2018-10-19,0.0607,travel-ban-2018
no_match,,facing-the-past,,Facing the Past,2005,,,,,
collision_existing,456375,dorothy-and-the-witches-of-oz,1.2503,Dorothy And The Witches Of Oz,2012,Dorothy and the Witches of Oz,2012,2012-02-17,0.6060,the-witches-of-oz
collision_existing,53482,one-man-up,1.0002,One Man Up,2001,One Man Up,2012,2012-02-01,0.3652,one-plus-one
no_match,,in-the-belly-of-the-dragon,,In the Belly of the Dragon,1989,,,,,
no_match,,killing-heat,,Killing Heat,1981,,,,,
collision_existing,70954,the-hunter-2011,1.2509,The Hunter,2011,The Hunter,2011,2011-10-06,1.8055,the-hunter-2011-1
collision_existing,10483,death,0.9206,Death,2008,Death Race,2008,2008-08-22,7.7884,death-race
no_match,,wait,,Wait,1968,,,,,
collision_existing,637932,chronometer,1.2500,Chronometer,1990,Chronometer,1990,1990-10-08,0.0281,chronometer-1
collision_existing,184996,fascist-boots-shall-not-trample-our-motherland,1.2501,Fascist Boots Shall Not Trample Our Motherland,1941,Fascist Boots Shall Not Trample Our Motherland,1941,1941-07-18,0.1376,fascist-jackboots-shall-not-trample-our-motherland
no_match,,pesenka-radosti,,Pesenka radosti,1946,,,,,
collision_existing,125441,tom-thumb-1957,1.1005,Tom Thumb,1957,Tom Thumb,1958,1958-07-24,1.0267,tom-thumb
no_match,,abjection-mirrors,,Abjection Mirrors,2018,,,,,
low_confidence,575599,the-real-life-of-johannes-paasuke,0.7581,The Real Life of Johannes Pääsuke,2019,Self Made Cameraman,2019,2019-01-11,0.2331,
no_match,,molto-bella,,Molto Bella,2020,,,,,
collision_existing,141884,a-big-love-story,1.2501,A BIG Love Story,2012,A BIG Love Story,2012,2012-04-29,0.2715,big-love
no_match,,little-fires-everywhere,,Little Fires Everywhere,2020,,,,,
no_match,,ostfriesengrab,,Ostfriesengrab,2020,,,,,
collision_existing,612020,home-2019-7,1.2501,Home,2019,Home,2019,2019-06-29,0.2137,home-2019-5
no_match,,dickproof-2,,Dickproof 2,,,,,,
collision_existing,446106,red-2017,1.2501,Red,2017,Red,2017,2017-01-26,0.2579,red-2017-1
no_match,,demanty-noci-60s-jan-nemec,,Démanty noci 60s: Jan Nemec,2009,,,,,
